language,phrase,normalized_phrase,weight,source_page
marathi,रोख कमवा,रोख कमवा,1.0,4
marathi,लगेच,लगेच,1.0,7
marathi,लगेच मागवणे,लगेच मागवणे,1.0,11
marathi,लपलेले,लपलेले,1.0,7
marathi,लवकर कर,लवकर कर,1.0,7
marathi,लांबो,लांबो,1.0,8
marathi,वजन कमी,वजन कमी,1.0,8
marathi,वजन कमी होणे,वजन कमी होणे,1.25,15
marathi,वेगळे केले,वेगळे केले,1.0,13
marathi,वेळ वाया घालवू नक,वेळ वाया घालवू नक,1.25,4
marathi,शवेटची संधी,शवेटची संधी,1.0,8
marathi,शोध इंिजन,शोध इंिजन,1.0,13
marathi,शोध इंिजन सूची,शोध इंिजन सूची,1.25,13
marathi,संत रामपाल,संत रामपाल,1.0,13
marathi,संधी,संधी,1.0,11
marathi,समाधानाची हमी,समाधानाची हमी,1.0,13
marathi,साइन अप करा,साइन अप करा,1.25,13
marathi,साइनअप,साइनअप,1.0,13
marathi,साठा,साठा,1.0,14
marathi,सामील होणे,सामील होणे,1.0,8
marathi,सार तन से,सार तन से,1.25,13
marathi,सोडुन दे,सोडुन दे,1.0,6
marathi,सोने,सोने,1.0,6
marathi,सौदा,सौदा,1.0,2
marathi,सौदा तोडणारा,सौदा तोडणारा,1.0,4
marathi,हटवू नका,हटवू नका,1.0,4
marathi,हमी ठेव,हमी ठेव,1.0,7
marathi,हमी देते,हमी देते,1.0,7
marathi,हा ईमेल उघडा!,हा ईमेल उघडा!,1.25,11
marathi,हे दोनदा वाचा,हे दोनदा वाचा,1.25,12
marathi,िजंकणे,िजंकणे,1.0,15
marathi,िजंकले,िजंकले,1.0,15
marathi,ாह?मी,ாह?मी,1.0,7
marathi,ంudhar,ంudhar,1.0,15
marathi,ంईमेल कापणी,ంईमेल कापणी,1.0,5
marathi,ంसवलत,ంसवलत,1.0,4
marathi,ణरोजची कमाई,ణरोजची कमाई,1.0,4
marathi,తमంोफत रोख,తमంोफत रोख,1.0,6
marathi,నsubscribe kare,నsubscribe kare,1.0,14
marathi,యकంमी दर,యकంमी दर,1.0,9
marathi,€ वाचवा,€ वाचवा,1.0,13
punjabi,$ ਕਮਾਓ,$ ਕਮਾਓ,1.0,4
punjabi,$ ਬਚਾਓ,$ ਬਚਾਓ,1.0,13
punjabi,$ ਬਣਾਉ,$ ਬਣਾਉ,1.0,9
punjabi,0% ਜੋਖਮ,0% ਜੋਖਮ,1.0,1
punjabi,0.99,0.99,1.0,1
punjabi,0.999,0.999,1.0,1
punjabi,100%,100%,1.0,1
punjabi,100% ਛੋਟ,100% ਛੋਟ,1.0,1
punjabi,100% ਪੈਸੇ ਵਾਪਸ,100% ਪੈਸੇ ਵਾਪਸ,1.25,1
punjabi,100% ਮੁਫ਼ਤ,100% ਮੁਫ਼ਤ,1.0,1
punjabi,100% ਹੋਰ,100% ਹੋਰ,1.0,1
punjabi,1nvest0r,1nvest0r,1.0,1
punjabi,50% ਦੀ ਛੋਟ,50% ਦੀ ਛੋਟ,1.25,1
punjabi,amazon,amazon,1.0,1
punjabi,atm,atm,1.0,1
punjabi,b1tc0in,b1tc0in,1.0,2
punjabi,binance,binance,1.0,2
punjabi,bitc0in,bitc0in,1.0,2
punjabi,bitcon,bitcon,1.0,2
punjabi,cashcashcash,cashcashcash,1.0,3
punjabi,cialis,cialis,1.0,3
punjabi,cryptocurrency,cryptocurrency,1.5,4
punjabi,cutie,cutie,1.0,4
punjabi,dm,dm,1.0,4
punjabi,eth3rium,eth3rium,1.0,5
punjabi,flipkart,flipkart,1.0,5
punjabi,fnb,fnb,1.0,5
punjabi,forex,forex,1.0,5
punjabi,inaam,inaam,1.0,7
punjabi,inam,inam,1.0,7
punjabi,kamao,kamao,1.0,8
punjabi,levitra,levitra,1.0,8
punjabi,paypal,paypal,1.0,11
punjabi,paytm,paytm,1.0,11
punjabi,prozac,prozac,1.0,12
punjabi,rekoo,rekoo,1.0,12
punjabi,s ુંબubધંs cકrરibોe kare,s ુંબubધંs cકrરibોe kare,1.25,14
punjabi,slut,slut,1.0,13
punjabi,udhar,udhar,1.0,15
punjabi,viagra ਿਡਲੀਵਰੀ,viagra ਿਡਲੀਵਰੀ,1.5,15
punjabi,vicodin,vicodin,1.5,15
punjabi,wa.me,wa.me,1.0,15
punjabi,x ਸਮੂਹ ਐਸਐਸਸੀ,x ਸਮੂਹ ਐਸਐਸਸੀ,1.25,16
punjabi,xanax,xanax,1.5,16
punjabi,xxx,xxx,1.0,16
punjabi,£ ਵੱਧ ਦਾਨ,£ ਵੱਧ ਦਾਨ,1.25,4
punjabi,নk aকmৰকaane,নk aকmৰকaane,1.0,8
punjabi,সਬমਕহূਾਇਆ ਮੱੁਲ,সਬমਕহূਾਇਆ ਮੱੁਲ,1.0,11
punjabi,িতਿਬੱਲ,িতਿਬੱਲ,1.0,2
punjabi,ਅਣਚਾਹੇ,ਅਣਚਾਹੇ,1.0,15
punjabi,ਅਣਜਾਣ,ਅਣਜਾਣ,1.0,15
punjabi,ਅਮਰੀਕੀ ਡਾਲਰ,ਅਮਰੀਕੀ ਡਾਲਰ,1.0,15
punjabi,ਅਮੀਰ,ਅਮੀਰ,1.0,13
punjabi,ਅਮੀਰ ਬਣੋ,ਅਮੀਰ ਬਣੋ,1.0,6
punjabi,ਅਰਬ,ਅਰਬ,1.0,2
punjabi,ਅਰਬ ਡਾਲਰ,ਅਰਬ ਡਾਲਰ,1.0,2
punjabi,ਅਰਬਪਤੀ,ਅਰਬਪਤੀ,1.0,2
punjabi,ਅਸਲੀ ਗੱਲ,ਅਸਲੀ ਗੱਲ,1.0,12
punjabi,ਅਸੀਮਤ,ਅਸੀਮਤ,1.0,15
punjabi,ਅਸੁਰੱਿਖਅਤ ਕਰਜ਼ਾ,ਅਸੁਰੱਿਖਅਤ ਕਰਜ਼ਾ,1.0,15
punjabi,ਅੰਤਮ ਕਾਲ,ਅੰਤਮ ਕਾਲ,1.0,5
punjabi,ਅੰਤਮ ਹੈਰਾਨੀ ਉਤਪਾਦ,ਅੰਤਮ ਹੈਰਾਨੀ ਉਤਪਾਦ,1.25,15
punjabi,ਅੱਜ ਆਰਡਰ ਕਰੋ,ਅੱਜ ਆਰਡਰ ਕਰੋ,1.25,11
punjabi,ਅੱਜ ਖਰੀਦੋ,ਅੱਜ ਖਰੀਦੋ,1.0,2
punjabi,ਅੱਜ ਬੇਨਤੀ ਕਰੋ,ਅੱਜ ਬੇਨਤੀ ਕਰੋ,1.25,13
punjabi,ਅੱਜ ਮੁਫ਼ਤ ਸਾਈਨ ਅੱਪ ਕਰੋ,ਅੱਜ ਮੁਫ਼ਤ ਸਾਈਨ ਅੱਪ ਕਰੋ,1.25,13
punjabi,ਅੱਜ ਮੁੜਿਵੱਤੀ,ਅੱਜ ਮੁੜਿਵੱਤੀ,1.0,12
punjabi,ਅੱਜ ਹੀ ਕਰੋ,ਅੱਜ ਹੀ ਕਰੋ,1.25,4
punjabi,ਆਖਰੀ ਮੌਕਾ,ਆਖਰੀ ਮੌਕਾ,1.0,8
punjabi,ਆਖਰੀ ਿਦਨ,ਆਖਰੀ ਿਦਨ,1.0,8
punjabi,ਆਜ਼ਾਦੀ,ਆਜ਼ਾਦੀ,1.0,6
punjabi,ਆਨਲਾਈਨ ਆਮਦਨ,ਆਨਲਾਈਨ ਆਮਦਨ,1.0,11
punjabi,ਆਨਲਾਈਨ ਨੌਕਰੀ,ਆਨਲਾਈਨ ਨੌਕਰੀ,1.0,11
punjabi,ਆਨਲਾਈਨ ਪੈਸੇ ਕਮਾਓ,ਆਨਲਾਈਨ ਪੈਸੇ ਕਮਾਓ,1.25,9
punjabi,ਆਨਲਾਈਨ ਮਾਰਕੀਿਟੰਗ,ਆਨਲਾਈਨ ਮਾਰਕੀਿਟੰਗ,1.0,11
punjabi,ਆਨਲਾਈਨ ਿਡਗਰੀ,ਆਨਲਾਈਨ ਿਡਗਰੀ,1.0,11
punjabi,ਆਪਣੀ ਛੋਟ ਦਾ ਦਾਅਵਾ ਕਰੋ,ਆਪਣੀ ਛੋਟ ਦਾ ਦਾਅਵਾ ਕਰੋ,1.25,3
punjabi,ਆਪਣੀ ਮੌਰਗੇਜ ਦਰ ਘਟਾਓ,ਆਪਣੀ ਮੌਰਗੇਜ ਦਰ ਘਟਾਓ,1.25,9
punjabi,ਆਪਣੀ ਿਵਕਰੀ ਵਧਾਓ,ਆਪਣੀ ਿਵਕਰੀ ਵਧਾਓ,1.25,7
punjabi,ਆਪਣੇ ਇਨਾਮ ਦਾ ਦਾਅਵਾ ਕਰੋ,ਆਪਣੇ ਇਨਾਮ ਦਾ ਦਾਅਵਾ ਕਰੋ,1.25,3
punjabi,ਆਪਣੇ ਕਰਜ਼ੇ ਦੀ ਤੁਰੰਤ ਵਸੂਲੀ ਕਰੋ,ਆਪਣੇ ਕਰਜ਼ੇ ਦੀ ਤੁਰੰਤ ਵਸੂਲੀ ਕਰੋ,1.25,12
punjabi,ਆਪਣੇ ਕਰਜ਼ੇ ਦੀ ਵਸੂਲੀ ਕਰੋ,ਆਪਣੇ ਕਰਜ਼ੇ ਦੀ ਵਸੂਲੀ ਕਰੋ,1.25,12
punjabi,ਆਪਣੇ ਕਰਜ਼ੇ ਨੰੂ ਇਕਸਾਰ ਕਰੋ,ਆਪਣੇ ਕਰਜ਼ੇ ਨੰੂ ਇਕਸਾਰ ਕਰੋ,1.25,3
punjabi,ਆਪਣੇ ਕਾਰੋਬਾਰ ਲਈ ਮੁਕਾਬਲਾ ਕਰੋ,ਆਪਣੇ ਕਾਰੋਬਾਰ ਲਈ ਮੁਕਾਬਲਾ ਕਰੋ,1.25,3
punjabi,ਆਪਣੇ ਖੁਦ ਦੇ ਬੌਸ ਬਣੋ,ਆਪਣੇ ਖੁਦ ਦੇ ਬੌਸ ਬਣੋ,1.25,2
punjabi,ਆਪਣੇ ਨਕਦ ਨੰੂ ਦੱੁਗਣਾ,ਆਪਣੇ ਨਕਦ ਨੰੂ ਦੱੁਗਣਾ,1.25,4
punjabi,ਆਪਣੇ ਲਈ ਵੇਖੋ,ਆਪਣੇ ਲਈ ਵੇਖੋ,1.25,13
punjabi,ਆਮਦਨ,ਆਮਦਨ,1.0,7
punjabi,ਆਮਦਨ ਿਵੱਚ ਵਾਧਾ,ਆਮਦਨ ਿਵੱਚ ਵਾਧਾ,1.25,7
punjabi,ਆਰਡਰ,ਆਰਡਰ,1.0,11
punjabi,ਆਰਡਰ ਦੇ ਰੂਪ ਿਵੱਚ ਡਾਕ,ਆਰਡਰ ਦੇ ਰੂਪ ਿਵੱਚ ਡਾਕ,1.25,9
punjabi,ਆਰਡਰ ਸਿਥਤੀ,ਆਰਡਰ ਸਿਥਤੀ,1.0,11
punjabi,ਆਵਾਜਾਈ,ਆਵਾਜਾਈ,1.0,15
punjabi,ਆਵਾਜਾਈ ਵਧਾਓ,ਆਵਾਜਾਈ ਵਧਾਓ,1.0,7
punjabi,ਆਸਾਨ ਆਮਦਨ,ਆਸਾਨ ਆਮਦਨ,1.0,5
punjabi,ਆા ંએਨકਲવਾਈારਨ,ਆા ંએਨકਲવਾਈારਨ,1.0,11
punjabi,ਇਨਾਮ,ਇਨਾਮ,1.0,12
punjabi,ਇਮੋਜੀ,ਇਮੋਜੀ,1.0,5
punjabi,ਇਸ ਨੰੂ ਦੂਰ ਿਦਓ,ਇਸ ਨੰੂ ਦੂਰ ਿਦਓ,1.25,6
punjabi,ਇਸ ਨੰੂ ਦੇਣ,ਇਸ ਨੰੂ ਦੇਣ,1.25,6
punjabi,ਇਸ ਨੰੂ ਹੁਣ ਕਰੋ,ਇਸ ਨੰੂ ਹੁਣ ਕਰੋ,1.25,4
punjabi,ਇਸਨੰੂ ਦੂਰ ਕਰੋ,ਇਸਨੰੂ ਦੂਰ ਕਰੋ,1.25,6
punjabi,ਇੰਸਟਾਲ ਕਰੋ,ਇੰਸਟਾਲ ਕਰੋ,1.0,7
punjabi,ਇੱਕ ਜੀਵਨ ਸਾਥੀ ਦੇ ਨੁਕਸਾਨ ਦਾ ਦੱੁਖ,ਇੱਕ ਜੀਵਨ ਸਾਥੀ ਦੇ ਨੁਕਸਾਨ ਦਾ ਦੱੁਖ,1.25,14
punjabi,ਇੱਕ ਵਾਧੂ ਬਚਾਓ,ਇੱਕ ਵਾਧੂ ਬਚਾਓ,1.25,13
punjabi,ਇੱਕ ਵਾਰ,ਇੱਕ ਵਾਰ,1.0,11
punjabi,ਇੱਕ ਵਾਰ ਇੱਕ ਜੀਵਨ ਕਾਲ ਿਵੱਚ,ਇੱਕ ਵਾਰ ਇੱਕ ਜੀਵਨ ਕਾਲ ਿਵੱਚ,1.25,11
punjabi,ਇੱਕ ਵਾਰ ਮੇਿਲੰਗ,ਇੱਕ ਵਾਰ ਮੇਿਲੰਗ,1.25,11
punjabi,ਇੱਕ ਿਰਪੋਰਟ ਆਰਡਰ ਕਰੋ,ਇੱਕ ਿਰਪੋਰਟ ਆਰਡਰ ਕਰੋ,1.25,11
punjabi,ਇੱਕ-ਵਾਰ ਮੇਿਲੰਗ,ਇੱਕ-ਵਾਰ ਮੇਿਲੰਗ,1.0,11
punjabi,ਇੱਥੇ ਲਾਗੂ ਕਰੋ,ਇੱਥੇ ਲਾਗੂ ਕਰੋ,1.25,1
punjabi,ਇੱਥੇ ਿਲੰਕ 'ਤੇ ਕਿਲੱਕ ਕਰੋ,ਇੱਥੇ ਿਲੰਕ 'ਤੇ ਕਿਲੱਕ ਕਰੋ,1.25,3
punjabi,ਇકરਸો ਿਲੰਕ 'ਤੇ ਕਿਲੱਕ ਕਰੋ,ਇકરਸો ਿਲੰਕ 'ਤੇ ਕਿਲੱਕ ਕਰੋ,1.25,3
punjabi,ਈ-ਕਾਮਰਸ,ਈ-ਕਾਮਰਸ,1.0,5
punjabi,ਈਥਰੀਅਮ,ਈਥਰੀਅਮ,1.0,5
punjabi,ਈਮੇਲ ਐਕਸਟਰੈਕਟ ਕਰੋ,ਈਮੇਲ ਐਕਸਟਰੈਕਟ ਕਰੋ,1.25,5
punjabi,ਈਮੇਲ ਐਕਸਟਰੈਕਟਰ,ਈਮੇਲ ਐਕਸਟਰੈਕਟਰ,1.0,5
punjabi,ਈਮੇਲ ਮਾਰਕੀਿਟੰਗ,ਈਮੇਲ ਮਾਰਕੀਿਟੰਗ,1.0,5
punjabi,ਈਮੇਲ ਵਾਢੀ,ਈਮੇਲ ਵਾਢੀ,1.0,5
punjabi,ਉਡੀਕ ਨਾ ਕਰੋ,ਉਡੀਕ ਨਾ ਕਰੋ,1.25,4
punjabi,ਉਲਟਾ,ਉਲਟਾ,1.0,13
punjabi,ਉਲਟਾ ਕਰਦਾ ਹੈ,ਉਲਟਾ ਕਰਦਾ ਹੈ,1.25,13
punjabi,ਐਪ,ਐਪ,1.0,1
punjabi,ਐਪਸ,ਐਪਸ,1.0,1
punjabi,ਐਫੀਲੀਏਟ ਮਾਰਕੀਿਟੰਗ,ਐਫੀਲੀਏਟ ਮਾਰਕੀਿਟੰਗ,1.0,1
punjabi,ਐਸਈਓ ਟੂਲ,ਐਸਈਓ ਟੂਲ,1.0,13
punjabi,ਐਸਈਓ ਰਾਜ਼,ਐਸਈਓ ਰਾਜ਼,1.0,13
punjabi,ਔਨਲਾਈਨ ਆਰਡਰ ਕਰੋ,ਔਨਲਾਈਨ ਆਰਡਰ ਕਰੋ,1.25,11
punjabi,ਕਬੀਰ,ਕਬੀਰ,1.0,8
punjabi,ਕਮਾਉਣ ਦੀ ਉਮੀਦ,ਕਮਾਉਣ ਦੀ ਉਮੀਦ,1.25,5
punjabi,ਕਮਾਓ,ਕਮਾਓ,1.0,4
punjabi,ਕਮਾਨਾ,ਕਮਾਨਾ,1.0,8
punjabi,ਕਰਜ਼ਾ,ਕਰਜ਼ਾ,1.0,4
punjabi,ਕਰਜ਼ਾ ਘਟਾਓ,ਕਰਜ਼ਾ ਘਟਾਓ,1.0,12
punjabi,ਕਰਜ਼ੇ,ਕਰਜ਼ੇ,1.0,8
punjabi,ਕਰਜ਼ੇ ਨੰੂ ਇਕੱਠਾ ਕਰੋ,ਕਰਜ਼ੇ ਨੰੂ ਇਕੱਠਾ ਕਰੋ,1.25,3
punjabi,ਕਰਜ਼ੇ ਨੰੂ ਖਤਮ,ਕਰਜ਼ੇ ਨੰੂ ਖਤਮ,1.25,5
punjabi,ਕਰੇਿਡਟ ਕਾਰਡ,ਕਰੇਿਡਟ ਕਾਰਡ,1.0,4
punjabi,ਕਰੋੜਪਤੀ,ਕਰੋੜਪਤੀ,1.0,9
punjabi,ਕਾਨੰੂਨ ਦੇ ਅਨੁਸਾਰ,ਕਾਨੰੂਨ ਦੇ ਅਨੁਸਾਰ,1.25,7
punjabi,ਕਾਰਪੋਰੇਟ,ਕਾਰਪੋਰੇਟ,1.0,3
punjabi,ਕਾਰਵਾਈ ਦੀ ਲੋੜ ਹੈ,ਕਾਰਵਾਈ ਦੀ ਲੋੜ ਹੈ,1.25,1
punjabi,ਕਾਰੋਬਾਰ,ਕਾਰੋਬਾਰ,1.0,2
punjabi,ਕਾਰੋਬਾਰ ਦੀ ਸਫਲਤਾ,ਕਾਰੋਬਾਰ ਦੀ ਸਫਲਤਾ,1.25,2
punjabi,ਕਾਲ ਮੁਫ਼ਤ,ਕਾਲ ਮੁਫ਼ਤ,1.0,2
punjabi,ਕੀ ਸਾਡੇ ਕੋਲ ਇੱਕ ਿਮੰਟ ਹੈ,ਕੀ ਸਾਡੇ ਕੋਲ ਇੱਕ ਿਮੰਟ ਹੈ,1.25,2
punjabi,ਕੀਮਤ,ਕੀਮਤ,1.0,12
punjabi,ਕੀਮਤ ਸੁਰੱਿਖਆ,ਕੀਮਤ ਸੁਰੱਿਖਆ,1.0,12
punjabi,ਕੁਝ ਬੌਬ,ਕੁਝ ਬੌਬ,1.0,1
punjabi,ਕੁਟੰਬ,ਕੁਟੰਬ,1.0,8
punjabi,ਕੁਟੰਬ ਐਪ,ਕੁਟੰਬ ਐਪ,1.0,8
punjabi,ਕੁੜੀਆਂ ਨੰੂ ਿਮਲੋ,ਕੁੜੀਆਂ ਨੰੂ ਿਮਲੋ,1.25,9
punjabi,ਕੇਬਲ ਕਨਵਰਟਰ,ਕੇਬਲ ਕਨਵਰਟਰ,1.0,2
punjabi,ਕੋਿਵਡ,ਕੋਿਵਡ,1.0,4
punjabi,ਕકરੋਡો,ਕકરੋਡો,1.0,3
punjabi,ਖਟਾ,ਖਟਾ,1.0,8
punjabi,ਖਰੀਦ,ਖਰੀਦ,1.0,12
punjabi,ਖਰੀਦ ਆਰਡਰ,ਖਰੀਦ ਆਰਡਰ,1.0,12
punjabi,ਖਰੀਦਣਾ,ਖਰੀਦਣਾ,1.0,2
punjabi,ਖਰੀਦਦਾਰ ਦੁਆਰਾ ਭੇਜੇ ਗਏ ਆਰਡਰ,ਖਰੀਦਦਾਰ ਦੁਆਰਾ ਭੇਜੇ ਗਏ ਆਰਡਰ,1.25,11
punjabi,ਖਰੀਦਦਾਰੀ,ਖਰੀਦਦਾਰੀ,1.0,13
punjabi,ਖਾਤੇ,ਖਾਤੇ,1.0,1
punjabi,ਖਾਸ ਮੌਕਾ,ਖਾਸ ਮੌਕਾ,1.0,14
punjabi,ਖੇਡ ਦੀ ਦੁਕਾਨ,ਖੇਡ ਦੀ ਦੁਕਾਨ,1.25,11
punjabi,ਖੋਜ ਇੰਜਣ,ਖੋਜ ਇੰਜਣ,1.0,13
punjabi,ਖੋਜ ਇੰਜਣ ਸੂਚੀ,ਖੋਜ ਇੰਜਣ ਸੂਚੀ,1.25,13
punjabi,ਖੱੁਲਾ,ਖੱੁਲਾ,1.0,11
punjabi,ਗਰਮ,ਗਰਮ,1.0,7
punjabi,ਗਰਮ ਬੱਚੇ,ਗਰਮ ਬੱਚੇ,1.0,7
punjabi,ਗਾਰੰਟੀ,ਗਾਰੰਟੀ,1.0,7
punjabi,ਗਾਰੰਟੀ ਿਦੰਦਾ ਹੈ,ਗਾਰੰਟੀ ਿਦੰਦਾ ਹੈ,1.25,7
punjabi,ਗਾਹਕੀ ਰੱਦ ਕਰੋ,ਗਾਹਕੀ ਰੱਦ ਕਰੋ,1.25,15
punjabi,ਗੁਪਤ ਕੋਡ,ਗੁਪਤ ਕੋਡ,1.0,13
punjabi,ਗੁਪਤ ਸੰਪਤੀਆਂ,ਗੁਪਤ ਸੰਪਤੀਆਂ,1.0,7
punjabi,ਗੰਜੇਪਨ ਨੰੂ ਠੀਕ ਕਰਦਾ ਹੈ,ਗੰਜੇਪਨ ਨੰੂ ਠੀਕ ਕਰਦਾ ਹੈ,1.25,4
punjabi,ਗੰਭੀਰ,ਗੰਭੀਰ,1.0,13
punjabi,ਗੰਭੀਰ ਨਕਦ,ਗੰਭੀਰ ਨਕਦ,1.0,13
punjabi,ਗੰੁਝਲਦਾਰ,ਗੰੁਝਲਦਾਰ,1.0,8
punjabi,ਗણੁਪી ਤકરો,ਗણੁਪી ਤકરો,1.0,3
punjabi,ਘਟਦੀ ਿਦਲਚਸਪੀ,ਘਟਦੀ ਿਦਲਚਸਪੀ,1.0,5
punjabi,ਘਰ ਅਧਾਰਤ ਕਾਰੋਬਾਰ,ਘਰ ਅਧਾਰਤ ਕਾਰੋਬਾਰ,1.25,7
punjabi,ਘਰ ਅਧਾਿਰਤ,ਘਰ ਅਧਾਿਰਤ,1.0,7
punjabi,ਘਰ ਮੌਰਗੇਜ,ਘਰ ਮੌਰਗੇਜ,1.0,7
punjabi,ਘਰ ਿਵੱਚ ਪੈਸੇ,ਘਰ ਿਵੱਚ ਪੈਸੇ,1.25,9
punjabi,ਘਰ-ਅਧਾਿਰਤ,ਘਰ-ਅਧਾਿਰਤ,1.0,7
punjabi,ਘਰੇਲੂ ਕਾਰੋਬਾਰ,ਘਰੇਲੂ ਕਾਰੋਬਾਰ,1.0,7
punjabi,ਘਰੇਲੂ ਮੁੜਿਵੱਤੀ,ਘਰੇਲੂ ਮੁੜਿਵੱਤੀ,1.0,7
punjabi,ਘਰੇਲੂ ਰੁਜ਼ਗਾਰ,ਘਰੇਲੂ ਰੁਜ਼ਗਾਰ,1.0,7
punjabi,ਘੁਰਾਿੜਆਂ ਨੰੂ ਰੋਕਦਾ ਹੈ,ਘੁਰਾਿੜਆਂ ਨੰੂ ਰੋਕਦਾ ਹੈ,1.25,14
punjabi,ਘੁਰਾੜੇ,ਘੁਰਾੜੇ,1.0,14
punjabi,ਘੁਰਾੜੇ ਬੰਦ ਕਰੋ,ਘੁਰਾੜੇ ਬੰਦ ਕਰੋ,1.25,14
punjabi,ਘੱਟ ਮਹੀਨਾਵਾਰ ਭੁਗਤਾਨ,ਘੱਟ ਮਹੀਨਾਵਾਰ ਭੁਗਤਾਨ,1.25,9
punjabi,ਘੱਟ ਿਵਆਜ,ਘੱਟ ਿਵਆਜ,1.0,9
punjabi,ਘੱਟ ਿਵਆਜ ਦਰ,ਘੱਟ ਿਵਆਜ ਦਰ,1.25,9
punjabi,ਘੱਟੋ-ਘੱਟ,ਘੱਟੋ-ਘੱਟ,1.0,9
punjabi,ਚਮਤਕਾਰ,ਚਮਤਕਾਰ,1.0,9
punjabi,ਚਲਾਨ,ਚਲਾਨ,1.0,8
punjabi,ਚੁਣੋ,ਚੁਣੋ,1.0,11
punjabi,ਚੈਕ,ਚੈਕ,1.0,3
punjabi,ਚੋਟੀ ਦੇ ਜ਼ਰੂਰੀ,ਚੋਟੀ ਦੇ ਜ਼ਰੂਰੀ,1.25,14
punjabi,ਚੋਣ ਕਰੋ,ਚੋਣ ਕਰੋ,1.0,11
punjabi,ਚੰੁਗੀ ਮੱੁਕਤ,ਚੰੁਗੀ ਮੱੁਕਤ,1.0,14
punjabi,ਛੋਟ,ਛੋਟ,1.0,4
punjabi,ਛੱੁਟੀ,ਛੱੁਟੀ,1.0,15
punjabi,ਜਲਦੀ ਕਰੋ,ਜਲਦੀ ਕਰੋ,1.0,7
punjabi,ਜਲਦੀ ਹੀ ਿਮਆਦ ਪੱੁਗ ਰਹੀ ਹੈ,ਜਲਦੀ ਹੀ ਿਮਆਦ ਪੱੁਗ ਰਹੀ ਹੈ,1.25,5
punjabi,ਜ਼ਰੂਰੀ,ਜ਼ਰੂਰੀ,1.0,15
punjabi,ਜੀਵਨ ਕਾਲ,ਜੀਵਨ ਕਾਲ,1.0,8
punjabi,ਜੀਵਨ ਕਾਲ ਿਵੱਚ ਇੱਕ ਵਾਰ,ਜੀਵਨ ਕਾਲ ਿਵੱਚ ਇੱਕ ਵਾਰ,1.25,11
punjabi,ਜੀਵਨ ਬੀਮਾ,ਜੀਵਨ ਬੀਮਾ,1.0,8
punjabi,ਜੀਵਨ ਭਰ ਦਾ ਸੌਦਾ,ਜੀਵਨ ਭਰ ਦਾ ਸੌਦਾ,1.25,8
punjabi,ਜੀਵਨ ਭਰ ਪਹੰੁਚ,ਜੀਵਨ ਭਰ ਪਹੰੁਚ,1.25,8
punjabi,ਜੁੜੋ,ਜੁੜੋ,1.0,8
punjabi,ਜੂਆ,ਜੂਆ,1.0,6
punjabi,ਜੈਕਪਾਟ,ਜੈਕਪਾਟ,1.0,8
punjabi,ਜੋਖਮ ਮੁਕਤ,ਜੋਖਮ ਮੁਕਤ,1.0,13
punjabi,ਜੋਖਮ-ਮੁਕਤ,ਜੋਖਮ-ਮੁਕਤ,1.0,13
punjabi,ਜછੀેਵਨ ਭਰ ਦੇ ਸੌਦੇ ਿਵੱਚ ਇੱਕ ਵਾਰ,ਜછੀેਵਨ ਭਰ ਦੇ ਸੌਦੇ ਿਵੱਚ ਇੱਕ ਵਾਰ,1.25,11
punjabi,ਝੁਰੜੀਆਂ ਨੰੂ ਦੂਰ ਕਰਦਾ ਹੈ,ਝੁਰੜੀਆਂ ਨੰੂ ਦੂਰ ਕਰਦਾ ਹੈ,1.25,12
punjabi,ਡਾਇਗਨੌਸਿਟਕ,ਡਾਇਗਨੌਸਿਟਕ,1.0,4
punjabi,ਡਾਊਨਲੋਡ ਕਰਨ ਲਈ ਮੈਨੰੂ ਕਿਲੱਕ ਕਰੋ,ਡਾਊਨਲੋਡ ਕਰਨ ਲਈ ਮੈਨੰੂ ਕਿਲੱਕ ਕਰੋ,1.25,3
punjabi,ਡਾਲਰ,ਡਾਲਰ,1.0,4
punjabi,ਡੀਵੀਡੀ ਦੀ ਨਕਲ ਕਰੋ,ਡੀਵੀਡੀ ਦੀ ਨਕਲ ਕਰੋ,1.25,3
punjabi,ਡੇਿਟੰਗ ਸਾਈਟ,ਡੇਿਟੰਗ ਸਾਈਟ,1.0,4
punjabi,ਤਤਕਾਲ ਅਦਾਇਗੀ,ਤਤਕਾਲ ਅਦਾਇਗੀ,1.0,4
punjabi,ਤਰਜੀਹੀ ਮੇਲ,ਤਰਜੀਹੀ ਮੇਲ,1.0,12
punjabi,ਤਰਜੀਹੀ ਮੇਲ ਦੁਆਰਾ ਭੇਜੇ ਗਏ ਆਰਡਰ,ਤਰਜੀਹੀ ਮੇਲ ਦੁਆਰਾ ਭੇਜੇ ਗਏ ਆਰਡਰ,1.25,11
punjabi,ਤੁਰੰਤ,ਤੁਰੰਤ,1.0,7
punjabi,ਤੁਰੰਤ ਆਮਦਨ,ਤੁਰੰਤ ਆਮਦਨ,1.0,7
punjabi,ਤੁਰੰਤ ਕਢਵਾਉਣਾ,ਤੁਰੰਤ ਕਢਵਾਉਣਾ,1.0,7
punjabi,ਤੁਰੰਤ ਕਮਾਈ,ਤੁਰੰਤ ਕਮਾਈ,1.0,7
punjabi,ਤੁਰੰਤ ਕਾਰਵਾਈ ਕਰੋ,ਤੁਰੰਤ ਕਾਰਵਾਈ ਕਰੋ,1.25,1
